loc,blank_lines,comment_lines,avg_line_length,max_nesting_depth,num_keys,file_size_bytes,token_count,num_commits,num_authors,file_age_days,last_modified_days,edit_frequency,is_recently_active,stability_score,churn_total,churn_avg,loc_growth_rate,churn_volatility,num_resources,num_variables,num_dependencies,num_modules,dependency_ratio,has_hardcoded_secret,has_version_pinning,uses_latest_tag,num_anti_patterns,has_error_handling,has_idempotency_check,has_privilege_escalation,template_complexity,num_conditionals,num_loops,repo,tool,filepath,is_defect
23,8,5,20.93548387096774,3,12,680,82,6,2,2343,1563,0.0768245838668374,0,722,13.8,2.3000000000000003,0.009816474605207,1.1500000000000001,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/nullmailer/meta/main.yml,1
111,12,3,37.03252032520325,15,63,4678,501,15,3,2343,87,0.19206145966709348,0,1289,166.5,11.1,0.04737516005121639,5.55,12,9,6,3,0.5,0,1,0,0,0,0,0,26,10,7,debops/debops,ansible,ansible/roles/nullmailer/tasks/main.yml,1
23,2,3,36.2,19,9,930,91,6,2,2335,1454,0.07708779443254818,0,721,13.8,2.3000000000000003,0.009850107066381156,1.1500000000000001,2,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/roles/nullmailer/tasks/main_env.yml,1
376,72,202,34.886160714285715,33,92,16077,1614,11,4,2343,1238,0.14084507042253522,0,433,413.6,37.6,0.16047801963294922,18.8,27,6,0,0,0.0,0,1,0,0,0,0,0,14,0,0,debops/debops,ansible,ansible/roles/opendkim/defaults/main.yml,1
28,8,5,19.805555555555557,3,12,749,93,6,2,2343,1563,0.0768245838668374,0,722,16.8,2.8000000000000003,0.01195049082373026,1.4000000000000001,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/opendkim/meta/main.yml,1
150,19,3,32.337278106508876,20,91,5634,573,21,7,2343,1376,0.26888604353393086,0,188,315.0,15.0,0.06402048655569782,7.5,19,10,6,3,0.3157894736842105,0,1,0,0,0,0,0,19,7,5,debops/debops,ansible,ansible/roles/opendkim/tasks/main.yml,1
7,1,3,41.125,2,1,337,30,4,1,2335,1563,0.051391862955032126,0,721,2.8000000000000003,0.7000000000000001,0.0029978586723768737,0.35000000000000003,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/roles/opendkim/tasks/main_env.yml,1
219,43,131,37.56106870229008,33,55,10103,935,8,4,1449,1176,0.16563146997929606,0,122,175.20000000000002,21.900000000000002,0.15113871635610765,10.950000000000001,13,12,0,0,0.0,0,1,0,0,0,0,0,14,0,0,debops/debops,ansible,ansible/roles/opensearch/defaults/main.yml,1
22,4,5,24.807692307692307,4,11,671,76,1,1,1449,1449,0.020703933747412008,0,0,2.2,2.2,0.01518288474810214,1.1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/opensearch/meta/main.yml,0
126,19,3,27.075862068965517,5,74,4071,381,4,2,1449,984,0.08281573498964803,0,392,50.400000000000006,12.600000000000001,0.08695652173913043,6.300000000000001,19,22,4,1,0.21052631578947367,0,0,0,0,0,0,0,23,1,4,debops/debops,ansible,ansible/roles/opensearch/tasks/main.yml,1
2006,459,1293,36.52089249492901,33,369,92515,10158,70,12,2343,88,0.8962868117797695,0,730,14042.0,200.6,0.8561673068715322,100.3,34,116,0,0,0.0,1,1,0,0,0,0,0,222,5,0,debops/debops,ansible,ansible/roles/owncloud/defaults/main.yml,1
37,9,9,22.0,4,12,1058,125,7,3,2343,1238,0.08962868117797695,0,1047,25.900000000000002,3.7,0.01579172001707213,1.85,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/owncloud/meta/main.yml,1
63,5,7,46.55882352941177,13,36,3234,327,9,2,2343,1376,0.11523687580025609,0,721,56.7,6.300000000000001,0.026888604353393086,3.1500000000000004,4,0,0,0,0.0,0,1,0,0,0,0,0,22,4,4,debops/debops,ansible,ansible/roles/owncloud/tasks/copy.yml,1
12,2,6,35.357142857142854,2,3,509,53,5,1,2343,1563,0.06402048655569782,0,721,6.0,1.2,0.005121638924455826,0.6,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/roles/owncloud/tasks/deploy_state_absent.yml,1
50,6,6,43.5,8,27,2492,234,15,4,2343,1182,0.19206145966709348,0,378,75.0,5.0,0.021340162185232606,2.5,5,10,1,0,0.2,0,0,0,0,0,0,0,12,3,1,debops/debops,ansible,ansible/roles/owncloud/tasks/ldap.yml,1
36,10,6,30.391304347826086,2,11,1444,139,5,1,2343,1563,0.06402048655569782,0,378,18.0,3.6,0.015364916773367477,1.8,9,0,0,3,0.0,0,0,0,0,0,0,0,0,2,0,debops/debops,ansible,ansible/roles/owncloud/tasks/main.yml,1
46,7,8,31.58490566037736,33,25,1727,183,9,3,2335,1454,0.11563169164882228,0,327,41.400000000000006,4.6000000000000005,0.019700214132762312,2.3000000000000003,5,6,1,0,0.2,0,0,0,0,0,0,0,8,2,1,debops/debops,ansible,ansible/roles/owncloud/tasks/main_env.yml,1
81,8,38,50.056179775280896,17,20,4544,485,12,3,2343,1376,0.1536491677336748,0,331,97.2,8.1,0.034571062740076826,4.05,4,3,0,0,0.0,0,0,0,0,0,0,0,10,4,0,debops/debops,ansible,ansible/roles/owncloud/tasks/run_occ.yml,1
17,2,7,47.526315789473685,5,4,922,75,5,2,2343,1454,0.06402048655569782,0,721,8.5,1.7,0.007255655142979087,0.85,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,0,debops/debops,ansible,ansible/roles/owncloud/tasks/run_occ_app_set.yml,1
166,34,22,35.34,17,80,7268,688,19,8,2343,833,0.24327784891165175,0,619,315.40000000000003,16.6,0.07084933845497225,8.3,19,22,0,0,0.0,0,1,0,0,0,0,0,39,10,4,debops/debops,ansible,ansible/roles/owncloud/tasks/setup_owncloud.yml,1
50,5,18,43.70909090909091,15,15,2459,231,11,3,2343,1267,0.14084507042253522,0,343,55.0,5.0,0.021340162185232606,2.5,3,1,0,0,0.0,0,0,0,0,0,0,0,1,2,0,debops/debops,ansible,ansible/roles/owncloud/tasks/system_package_management.yml,1
132,17,10,43.261744966442954,14,74,6595,601,15,5,2343,1111,0.19206145966709348,0,501,198.0,13.2,0.056338028169014086,6.6,12,18,0,0,0.0,0,0,0,0,0,1,0,26,3,1,debops/debops,ansible,ansible/roles/owncloud/tasks/tarball.yml,1
92,13,13,40.34285714285714,12,57,4341,437,8,2,2343,1377,0.10243277848911653,0,555,73.60000000000001,9.200000000000001,0.039265898420828,4.6000000000000005,8,7,0,0,0.0,0,1,0,0,0,0,0,28,7,0,debops/debops,ansible,ansible/roles/owncloud/tasks/theme.yml,1
69,15,52,33.54761904761905,33,11,2902,281,3,1,2343,2285,0.0384122919334187,0,50,20.700000000000003,6.900000000000001,0.029449423815621,3.4500000000000006,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/pam_access/defaults/main.yml,1
23,8,5,20.870967741935484,3,12,678,82,6,2,2343,1563,0.0768245838668374,0,722,13.8,2.3000000000000003,0.009816474605207,1.1500000000000001,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/pam_access/meta/main.yml,1
64,8,3,43.5,18,36,3204,331,20,6,2343,87,0.2560819462227913,0,647,128.0,6.4,0.02731540759709774,3.2,8,1,1,2,0.125,0,1,0,0,0,0,0,10,3,3,debops/debops,ansible,ansible/roles/pam_access/tasks/main.yml,1
432,72,227,39.089285714285715,33,119,20205,2108,12,5,1632,241,0.22058823529411764,0,943,518.4,43.199999999999996,0.2647058823529412,21.599999999999998,28,21,0,0,0.0,1,1,0,1,0,0,0,41,0,0,debops/debops,ansible,ansible/roles/pdns/defaults/main.yml,1
24,4,5,24.392857142857142,4,11,711,80,3,2,1630,1579,0.05521472392638037,0,35,7.2,2.4,0.014723926380368098,1.2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/pdns/meta/main.yml,0
19,2,3,37.095238095238095,2,11,800,71,3,3,1632,1142,0.05514705882352941,0,303,5.7,1.9000000000000001,0.011642156862745098,0.9500000000000001,2,7,0,0,0.0,1,0,0,0,0,0,0,7,1,0,debops/debops,ansible,ansible/roles/pdns/tasks/init_postgresql.yml,0
48,10,4,27.586206896551722,2,23,1658,165,7,5,1632,1329,0.1286764705882353,0,80,33.6,4.8,0.029411764705882353,2.4,10,0,2,3,0.2,0,0,0,0,0,0,0,1,1,0,debops/debops,ansible,ansible/roles/pdns/tasks/main.yml,0
93,17,71,37.59090909090909,33,10,4247,402,5,2,2343,1377,0.06402048655569782,0,830,46.5,9.3,0.03969270166453265,4.65,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/persistent_paths/defaults/main.yml,1
8,1,3,40.22222222222222,1,2,371,31,5,1,2343,1140,0.06402048655569782,0,721,4.0,0.8,0.0034144259496372174,0.4,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/roles/persistent_paths/handlers/main.yml,1
25,8,5,21.363636363636363,3,12,738,89,6,2,2343,1563,0.0768245838668374,0,722,15.0,2.5,0.010670081092616303,1.25,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/persistent_paths/meta/main.yml,1
56,9,6,30.384615384615383,3,34,2040,207,9,2,2343,1454,0.11523687580025609,0,378,50.400000000000006,5.6000000000000005,0.02390098164746052,2.8000000000000003,8,3,3,1,0.375,0,1,0,0,0,0,0,5,3,0,debops/debops,ansible,ansible/roles/persistent_paths/tasks/main.yml,1
230,37,178,38.438202247191015,33,39,10530,1136,1,1,206,206,0.14563106796116507,0,0,23.0,23.0,1.116504854368932,11.5,2,4,0,0,0.0,0,1,0,0,0,0,0,11,0,0,debops/debops,ansible,ansible/roles/pgbadger/defaults/main.yml,0
25,8,5,21.181818181818183,3,12,732,87,1,1,206,206,0.14563106796116507,0,0,2.5,2.5,0.12135922330097088,1.25,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/pgbadger/meta/main.yml,0
116,15,3,32.52671755725191,14,73,4392,462,1,1,206,206,0.14563106796116507,0,0,11.600000000000001,11.600000000000001,0.5631067961165048,5.800000000000001,15,19,1,1,0.06666666666666667,0,0,0,0,0,0,0,29,5,6,debops/debops,ansible,ansible/roles/pgbadger/tasks/main.yml,0
43,5,3,31.1875,2,29,1545,165,1,1,206,206,0.14563106796116507,0,0,4.3,4.3,0.2087378640776699,2.15,5,13,0,0,0.0,0,0,0,0,0,0,0,16,0,0,debops/debops,ansible,ansible/roles/pgbadger/tasks/ssh_accounts.yml,0
700,107,466,38.08426270136307,33,124,31547,3318,20,9,2343,88,0.2560819462227913,0,1288,1400.0,70.0,0.2987622705932565,35.0,2,33,0,0,0.0,0,1,0,0,0,0,0,54,0,0,debops/debops,ansible,ansible/roles/php/defaults/main.yml,1
15,2,4,31.235294117647058,2,6,548,54,4,1,2343,1563,0.051216389244558264,0,721,6.0,1.5,0.006402048655569782,0.75,2,2,0,0,0.0,0,0,0,0,0,0,0,2,2,0,debops/debops,ansible,ansible/roles/php/handlers/main.yml,1
26,8,6,22.41176470588235,3,12,796,96,6,2,2343,1563,0.0768245838668374,0,722,15.600000000000001,2.6,0.011096884336320957,1.3,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/php/meta/main.yml,1
199,26,15,35.46222222222222,33,113,8204,782,15,5,2343,1329,0.19206145966709348,0,378,298.5,19.9,0.08493384549722578,9.95,20,18,9,1,0.45,0,1,0,0,0,0,0,29,12,9,debops/debops,ansible,ansible/roles/php/tasks/main.yml,1
69,8,5,38.66233766233766,16,30,3054,311,17,3,2335,1239,0.21841541755888652,0,327,117.30000000000001,6.9,0.02955032119914347,3.45,7,0,1,1,0.14285714285714285,0,1,0,0,0,0,0,3,1,0,debops/debops,ansible,ansible/roles/php/tasks/main_env.yml,1
16,2,5,42.94444444444444,13,3,791,73,6,2,2343,1446,0.0768245838668374,0,721,9.600000000000001,1.6000000000000003,0.006828851899274435,0.8000000000000002,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,debops/debops,ansible,ansible/roles/php/tasks/packages_absent_for_version.yml,1
321,56,205,35.45623342175066,33,71,13744,1213,9,2,2343,1238,0.11523687580025609,0,667,288.90000000000003,32.1,0.13700384122919335,16.05,3,23,0,0,0.0,1,1,0,0,0,0,0,27,0,0,debops/debops,ansible,ansible/roles/phpipam/defaults/main.yml,1
23,8,6,23.774193548387096,3,12,768,91,6,2,2343,1563,0.0768245838668374,0,722,13.8,2.3000000000000003,0.009816474605207,1.1500000000000001,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/phpipam/meta/main.yml,1
14,3,4,34.64705882352941,2,3,606,62,5,1,2343,1563,0.06402048655569782,0,378,7.0,1.4,0.00597524541186513,0.7,3,0,0,1,0.0,0,0,0,0,0,0,0,0,2,0,debops/debops,ansible,ansible/roles/phpipam/tasks/main.yml,1
49,6,4,31.581818181818182,4,31,1792,150,6,1,2343,1182,0.0768245838668374,0,381,29.400000000000002,4.9,0.020913358941527956,2.45,6,5,0,0,0.0,0,0,0,0,0,0,0,5,1,0,debops/debops,ansible,ansible/roles/phpipam/tasks/phpipam-scripts.yml,1
118,19,7,31.21167883211679,5,77,4413,427,11,4,2343,17,0.14084507042253522,1,1164,129.8,11.8,0.050362782757148956,5.9,14,31,0,0,0.0,0,1,0,0,0,0,0,36,3,1,debops/debops,ansible,ansible/roles/phpipam/tasks/phpipam.yml,1
77,22,59,32.676767676767675,33,11,3334,302,3,1,2343,2285,0.0384122919334187,0,50,23.1,7.7,0.03286384976525822,3.85,0,4,0,0,0.0,1,1,0,0,0,0,0,5,0,0,debops/debops,ansible,ansible/roles/phpmyadmin/defaults/main.yml,1
23,8,5,22.032258064516128,3,12,714,87,6,2,2343,1563,0.0768245838668374,0,722,13.8,2.3000000000000003,0.009816474605207,1.1500000000000001,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/phpmyadmin/meta/main.yml,1
46,7,3,33.339622641509436,2,28,1820,152,9,3,2343,17,0.11523687580025609,1,1312,41.400000000000006,4.6000000000000005,0.019632949210414,2.3000000000000003,7,1,0,1,0.0,1,0,0,0,0,0,0,6,1,0,debops/debops,ansible,ansible/roles/phpmyadmin/tasks/main.yml,1
44,11,4,22.745454545454546,2,29,1306,126,3,1,2343,2285,0.0384122919334187,0,50,13.200000000000001,4.4,0.018779342723004695,2.2,0,7,0,0,0.0,0,0,0,0,0,0,0,11,0,0,debops/debops,ansible,ansible/roles/phpmyadmin/vars/main.yml,1
726,107,546,39.719087635054024,33,118,33921,3686,28,7,2343,242,0.3585147247119078,0,943,2032.8000000000002,72.60000000000001,0.30985915492957744,36.300000000000004,4,19,0,0,0.0,0,1,0,0,0,0,0,43,0,0,debops/debops,ansible,ansible/roles/pki/defaults/main.yml,1
29,8,6,22.64864864864865,3,12,875,105,6,2,2343,1563,0.0768245838668374,0,722,17.400000000000002,2.9000000000000004,0.012377294067434912,1.4500000000000002,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/pki/meta/main.yml,1
58,8,4,27.924242424242426,4,37,1909,194,9,3,2343,242,0.11523687580025609,0,1134,52.2,5.800000000000001,0.024754588134869825,2.9000000000000004,8,12,0,0,0.0,0,0,0,0,0,0,0,14,3,0,debops/debops,ansible,ansible/roles/pki/tasks/acme_tiny.yml,1
63,7,4,36.72857142857143,7,37,2641,280,5,1,2343,87,0.06402048655569782,0,1476,31.5,6.3,0.026888604353393086,3.15,7,0,1,0,0.14285714285714285,0,0,0,0,0,0,0,3,2,0,debops/debops,ansible,ansible/roles/pki/tasks/ca_certificates.yml,1
29,6,4,29.285714285714285,2,14,1060,96,6,3,1722,1408,0.10452961672473868,0,158,17.400000000000002,2.9000000000000004,0.01684088269454123,1.4500000000000002,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/pki/tasks/certbot.yml,1
521,47,33,39.54577464788732,18,258,23030,2401,29,7,2343,51,0.3713188220230474,0,789,1510.9,52.1,0.22236448997012379,26.05,46,42,4,3,0.08695652173913043,0,1,0,0,0,1,0,151,32,15,debops/debops,ansible,ansible/roles/pki/tasks/main.yml,1
8,1,4,43.77777777777778,2,1,403,37,4,1,2335,1563,0.051391862955032126,0,721,3.2,0.8,0.003426124197002141,0.4,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/roles/pki/tasks/main_env.yml,1
13,1,12,38.285714285714285,0,0,550,72,3,1,2343,2285,0.0384122919334187,0,51,3.9000000000000004,1.3,0.005548442168160478,0.65,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/pki/tasks/pki/post_main.yml,1
13,1,12,38.285714285714285,0,0,550,72,3,1,2343,2285,0.0384122919334187,0,51,3.9000000000000004,1.3,0.005548442168160478,0.65,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/pki/tasks/pki/pre_main.yml,1
374,63,128,38.11670480549199,33,98,17094,1532,10,3,2343,1419,0.12804097311139565,0,654,374.0,37.4,0.1596244131455399,18.7,32,6,0,0,0.0,0,1,0,0,0,0,0,6,0,0,debops/debops,ansible,ansible/roles/postconf/defaults/main.yml,1
27,8,5,20.485714285714284,3,12,752,92,6,2,2343,1563,0.0768245838668374,0,722,16.2,2.6999999999999997,0.011523687580025609,1.3499999999999999,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/postconf/meta/main.yml,1
31,6,3,25.864864864864863,2,15,994,103,6,1,2343,1563,0.0768245838668374,0,378,18.6,3.1,0.013230900554844216,1.55,6,0,1,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/postconf/tasks/main.yml,1
7,1,3,38.875,2,1,319,28,4,1,2335,1563,0.051391862955032126,0,721,2.8000000000000003,0.7000000000000001,0.0029978586723768737,0.35000000000000003,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/roles/postconf/tasks/main_env.yml,1
1113,246,346,29.40250183958793,33,486,41317,4045,17,5,2343,1377,0.21766965428937263,0,502,1892.1000000000001,111.30000000000001,0.47503201024327785,55.650000000000006,169,20,0,0,0.0,0,1,0,0,0,0,0,30,0,0,debops/debops,ansible,ansible/roles/postfix/defaults/main.yml,1
24,8,5,21.09375,3,12,707,86,7,2,2343,1563,0.08962868117797695,0,722,16.8,2.4,0.010243277848911651,1.2,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/postfix/meta/main.yml,1
141,19,3,30.16875,9,91,4987,528,19,4,2343,1377,0.24327784891165175,0,212,267.90000000000003,14.100000000000001,0.06017925736235595,7.050000000000001,19,3,6,3,0.3157894736842105,0,1,0,0,0,0,0,14,8,3,debops/debops,ansible,ansible/roles/postfix/tasks/main.yml,1
12,2,3,54.57142857142857,2,4,778,58,6,1,2335,1377,0.07708779443254818,0,721,7.2,1.2,0.005139186295503212,0.6,2,0,0,0,0.0,0,0,0,0,0,0,0,4,0,0,debops/debops,ansible,ansible/roles/postfix/tasks/main_env.yml,1
240,43,187,39.60424028268551,33,38,11491,1093,14,5,2343,88,0.1792573623559539,0,1073,336.0,24.0,0.10243277848911651,12.0,0,4,0,0,0.0,0,1,0,0,0,0,0,5,0,0,debops/debops,ansible,ansible/roles/postgresql/defaults/main.yml,1
22,8,5,22.6,3,12,708,84,6,2,2343,1563,0.0768245838668374,0,722,13.200000000000001,2.2,0.009389671361502348,1.1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/postgresql/meta/main.yml,1
264,22,3,40.21678321678322,19,164,11788,1169,19,6,2343,1177,0.24327784891165175,0,256,501.6,26.400000000000002,0.11267605633802817,13.200000000000001,22,28,1,2,0.045454545454545456,1,1,0,0,0,0,0,79,9,12,debops/debops,ansible,ansible/roles/postgresql/tasks/main.yml,1
612,101,411,37.81767180925666,33,143,27677,2564,28,7,2343,88,0.3585147247119078,0,646,1713.6000000000001,61.2,0.2612035851472471,30.6,1,10,0,0,0.0,1,1,0,0,0,0,0,34,0,0,debops/debops,ansible,ansible/roles/postgresql_server/defaults/main.yml,1
22,8,5,21.9,3,12,687,81,6,2,2343,1563,0.0768245838668374,0,722,13.200000000000001,2.2,0.009389671361502348,1.1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/postgresql_server/meta/main.yml,1
41,4,4,47.71111111111111,16,17,2192,176,9,3,2343,1182,0.11523687580025609,0,721,36.9,4.1,0.017498932991890738,2.05,4,3,0,0,0.0,0,0,0,0,0,0,0,3,1,0,debops/debops,ansible,ansible/roles/postgresql_server/tasks/install_postgresql.yml,1
94,16,4,37.91818181818182,21,50,4281,367,18,4,2343,206,0.23047375160051217,0,1247,169.20000000000002,9.4,0.040119504908237305,4.7,16,5,1,2,0.0625,0,0,0,0,0,0,0,9,4,0,debops/debops,ansible,ansible/roles/postgresql_server/tasks/main.yml,1
45,6,3,43.19607843137255,25,27,2254,179,11,5,2343,1377,0.14084507042253522,0,712,49.5,4.5,0.019206145966709345,2.25,6,4,0,0,0.0,0,0,0,0,0,0,0,10,2,4,debops/debops,ansible,ansible/roles/postgresql_server/tasks/manage_autopostgresqlbackup.yml,1
235,19,3,47.169291338582674,22,138,12235,1093,17,4,2343,1125,0.21766965428937263,0,343,399.5,23.5,0.10029876227059326,11.75,19,20,0,0,0.0,0,1,0,0,0,1,0,74,18,18,debops/debops,ansible,ansible/roles/postgresql_server/tasks/manage_clusters.yml,1
48,3,3,32.13725490196079,2,32,1690,185,10,5,2343,1142,0.12804097311139565,0,325,48.0,4.8,0.020486555697823303,2.4,3,3,0,0,0.0,1,0,0,0,0,0,0,12,3,3,debops/debops,ansible,ansible/roles/postgresql_server/tasks/secure_installation.yml,1
723,71,315,42.00755667506297,33,180,34148,3464,44,6,2343,1377,0.5633802816901409,0,218,3181.2000000000003,72.30000000000001,0.3085787451984635,36.150000000000006,28,29,0,0,0.0,1,1,0,0,0,0,0,75,0,0,debops/debops,ansible,ansible/roles/postldap/defaults/main.yml,1
23,8,5,21.322580645161292,3,12,692,87,6,2,2343,1563,0.0768245838668374,0,722,13.8,2.3000000000000003,0.009816474605207,1.1500000000000001,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/postldap/meta/main.yml,1
59,9,3,28.38235294117647,7,35,1998,201,7,2,2343,1329,0.08962868117797695,0,378,41.300000000000004,5.9,0.025181391378574478,2.95,9,6,1,3,0.1111111111111111,0,0,0,0,0,0,0,6,0,0,debops/debops,ansible,ansible/roles/postldap/tasks/main.yml,1
260,51,117,32.88745980707395,33,57,10539,944,6,3,2343,1185,0.0768245838668374,0,830,156.0,26.0,0.11096884336320956,13.0,28,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/roles/postscreen/defaults/main.yml,1
22,8,5,21.4,3,12,672,80,7,2,2343,1563,0.08962868117797695,0,722,15.4,2.2,0.009389671361502348,1.1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/postscreen/meta/main.yml,1
36,5,3,26.951219512195124,2,20,1146,118,7,1,2343,1563,0.08962868117797695,0,327,25.200000000000003,3.6000000000000005,0.015364916773367477,1.8000000000000003,5,2,2,1,0.4,0,0,0,0,0,0,0,2,0,1,debops/debops,ansible,ansible/roles/postscreen/tasks/main.yml,1
204,38,153,37.074380165289256,33,38,9214,873,8,2,2343,1454,0.10243277848911653,0,733,163.20000000000002,20.400000000000002,0.08706786171574904,10.200000000000001,3,8,0,0,0.0,0,1,0,0,0,0,0,12,0,0,debops/debops,ansible,ansible/roles/postwhite/defaults/main.yml,1
20,2,3,35.54545454545455,2,10,804,81,7,2,2343,1111,0.08962868117797695,0,721,14.0,2.0,0.008536064874093044,1.0,2,0,0,0,0.0,0,1,0,0,0,0,0,0,2,0,debops/debops,ansible,ansible/roles/postwhite/handlers/main.yml,1
24,8,5,21.4375,3,12,718,86,7,2,2343,1563,0.08962868117797695,0,722,16.8,2.4,0.010243277848911651,1.2,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/postwhite/meta/main.yml,1
119,15,3,29.94776119402985,15,74,4147,421,10,3,2343,1182,0.12804097311139565,0,378,119.0,11.9,0.050789586000853607,5.95,15,23,2,1,0.13333333333333333,0,0,0,0,0,0,0,24,2,2,debops/debops,ansible,ansible/roles/postwhite/tasks/main.yml,1
1229,233,205,32.10601915184679,33,531,48401,5181,29,5,2343,242,0.3713188220230474,0,772,3564.1000000000004,122.9,0.5245411865130175,61.45,188,25,0,0,0.0,1,1,0,0,0,0,0,38,0,0,debops/debops,ansible,ansible/roles/preseed/defaults/main.yml,1
26,8,6,23.470588235294116,3,12,832,98,6,2,2343,1563,0.0768245838668374,0,722,15.600000000000001,2.6,0.011096884336320957,1.3,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/preseed/meta/main.yml,1
70,9,4,39.822784810126585,32,41,3225,305,11,2,2343,1376,0.14084507042253522,0,378,77.0,7.0,0.02987622705932565,3.5,9,0,1,2,0.1111111111111111,0,0,0,0,0,0,0,8,4,4,debops/debops,ansible,ansible/roles/preseed/tasks/main.yml,1
104,17,81,42.16528925619835,33,10,5223,540,8,4,2343,688,0.10243277848911653,0,830,83.2,10.4,0.04438753734528383,5.2,0,1,0,0,0.0,0,1,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/roles/proc_hidepid/defaults/main.yml,1
23,8,5,21.096774193548388,3,12,685,82,6,2,2343,1563,0.0768245838668374,0,722,13.8,2.3000000000000003,0.009816474605207,1.1500000000000001,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/proc_hidepid/meta/main.yml,1
114,15,4,34.604651162790695,21,70,4593,457,12,3,2343,1175,0.1536491677336748,0,212,136.8,11.4,0.04865556978233035,5.7,15,7,4,1,0.26666666666666666,0,1,0,0,0,0,0,12,7,2,debops/debops,ansible,ansible/roles/proc_hidepid/tasks/main.yml,1
335,44,200,32.66754617414248,39,91,12760,1182,16,5,2343,979,0.20486555697823305,0,670,536.0,33.5,0.14297908664105846,16.75,1,15,0,0,0.0,1,1,0,0,0,0,0,24,0,0,debops/debops,ansible,ansible/roles/prosody/defaults/main.yml,1
26,8,5,19.264705882352942,4,12,689,81,5,1,2343,2285,0.06402048655569782,0,50,13.0,2.6,0.011096884336320957,1.3,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/roles/prosody/meta/main.yml,1
48,7,3,28.6,15,28,1628,165,10,3,2343,1376,0.12804097311139565,0,212,48.0,4.8,0.020486555697823303,2.4,7,2,1,1,0.14285714285714285,0,0,0,0,0,0,0,4,3,1,debops/debops,ansible,ansible/roles/prosody/tasks/main.yml,1
242,29,168,39.22140221402214,33,22,10900,1211,20,4,2343,242,0.2560819462227913,0,736,484.0,24.2,0.10328638497652583,12.1,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/roles/python/defaults/main.yml,1
